Data as of,Start Date,End Date,State,County Name,Urban Rural Code,FIPS State,FIPS County,FIPS Code,Indicator,Total deaths,COVID-19 Deaths,Non-Hispanic White,Non-Hispanic Black,Non-Hispanic American Indian or Alaska Native,Non-Hispanic Asian,Non-Hispanic Native Hawaiian or Other Pacific Islander,Hispanic,Other,Urban Rural Description,Footnote
09/27/2023,01/01/2020,09/23/2023,TX,Johnson County,2,48,251,48251,Distribution of population (%),4335,309,0.691,0.04,0.005,0.01,0.005,0.232,0.017,Large fringe metro,
09/27/2023,01/01/2020,09/23/2023,TX,Kaufman County,2,48,257,48257,Distribution of all-cause deaths (%),3255,193,0.81,0.112,,0.007,,0.069,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Kaufman County,2,48,257,48257,Distribution of COVID-19 deaths (%),3255,193,0.788,0.109,,,,0.093,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Kaufman County,2,48,257,48257,Distribution of population (%),3255,193,0.571,0.148,0.005,0.015,0.001,0.243,0.018,Large fringe metro,
09/27/2023,01/01/2020,09/23/2023,TX,Kerr County,5,48,265,48265,Distribution of all-cause deaths (%),2946,218,0.89,0.014,,,,0.092,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Kerr County,5,48,265,48265,Distribution of COVID-19 deaths (%),2946,218,0.849,,,,,0.138,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Kerr County,5,48,265,48265,Distribution of population (%),2946,218,0.675,0.014,0.005,0.011,0.001,0.282,0.011,Micropolitan,
09/27/2023,01/01/2020,09/23/2023,TX,Kleberg County,5,48,273,48273,Distribution of all-cause deaths (%),989,125,0.275,0.021,,,,0.7,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Kleberg County,5,48,273,48273,Distribution of COVID-19 deaths (%),989,125,0.136,,,,,0.856,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Kleberg County,5,48,273,48273,Distribution of population (%),989,125,0.199,0.031,0.002,0.022,0.001,0.734,0.009,Micropolitan,
09/27/2023,01/01/2020,09/23/2023,TX,Lamar County,5,48,277,48277,Distribution of all-cause deaths (%),2991,370,0.839,0.122,0.017,,,0.016,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Lamar County,5,48,277,48277,Distribution of COVID-19 deaths (%),2991,370,0.792,0.135,0.038,,,0.027,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Lamar County,5,48,277,48277,Distribution of population (%),2991,370,0.73,0.131,0.014,0.008,0.001,0.088,0.029,Micropolitan,
09/27/2023,01/01/2020,09/23/2023,TX,Liberty County,2,48,291,48291,Distribution of all-cause deaths (%),2228,109,0.797,0.11,,,,0.089,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Liberty County,2,48,291,48291,Distribution of COVID-19 deaths (%),2228,109,0.743,,,,,0.174,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Liberty County,2,48,291,48291,Distribution of population (%),2228,109,0.579,0.089,0.004,0.006,0.001,0.309,0.013,Large fringe metro,
09/27/2023,01/01/2020,09/23/2023,TX,Lubbock County,3,48,303,48303,Distribution of all-cause deaths (%),16247,2520,0.622,0.07,0.003,0.007,,0.296,0.002,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Lubbock County,3,48,303,48303,Distribution of COVID-19 deaths (%),16247,2520,0.483,0.051,,0.004,,0.457,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Lubbock County,3,48,303,48303,Distribution of population (%),16247,2520,0.522,0.071,0.004,0.022,0.001,0.366,0.013,Medium metro,
09/27/2023,01/01/2020,09/23/2023,TX,McLennan County,3,48,309,48309,Distribution of all-cause deaths (%),11353,1400,0.73,0.144,0.002,0.005,,0.117,0.002,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,McLennan County,3,48,309,48309,Distribution of COVID-19 deaths (%),11353,1400,0.668,0.124,,,,0.197,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,McLennan County,3,48,309,48309,Distribution of population (%),11353,1400,0.551,0.139,0.003,0.017,0.001,0.272,0.017,Medium metro,
09/27/2023,01/01/2020,09/23/2023,TX,Matagorda County,5,48,321,48321,Distribution of all-cause deaths (%),1190,132,0.639,0.126,,0.009,,0.224,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Matagorda County,5,48,321,48321,Distribution of COVID-19 deaths (%),1190,132,0.523,0.144,,,,0.326,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Matagorda County,5,48,321,48321,Distribution of population (%),1190,132,0.423,0.103,0.004,0.016,0,0.443,0.01,Micropolitan,
09/27/2023,01/01/2020,09/23/2023,TX,Maverick County,5,48,323,48323,Distribution of all-cause deaths (%),1668,261,0.029,,0.008,,,0.944,0.017,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Maverick County,5,48,323,48323,Distribution of COVID-19 deaths (%),1668,261,,,,,,0.985,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Maverick County,5,48,323,48323,Distribution of population (%),1668,261,0.027,0.004,0.012,0.005,0,0.951,0.002,Micropolitan,
09/27/2023,01/01/2020,09/23/2023,TX,Midland County,4,48,329,48329,Distribution of all-cause deaths (%),5228,669,0.623,0.072,0.002,0.006,,0.295,0.002,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Midland County,4,48,329,48329,Distribution of COVID-19 deaths (%),5228,669,0.45,0.069,,,,0.471,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Midland County,4,48,329,48329,Distribution of population (%),5228,669,0.427,0.064,0.005,0.022,0.001,0.47,0.012,Small metro,
09/27/2023,01/01/2020,09/23/2023,TX,Montgomery County,2,48,339,48339,Distribution of all-cause deaths (%),22817,2358,0.78,0.089,0.001,0.016,0.001,0.11,0.002,Large fringe metro,
09/27/2023,01/01/2020,09/23/2023,TX,Montgomery County,2,48,339,48339,Distribution of COVID-19 deaths (%),22817,2358,0.643,0.108,,0.016,,0.23,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Montgomery County,2,48,339,48339,Distribution of population (%),22817,2358,0.635,0.056,0.004,0.033,0.001,0.256,0.016,Large fringe metro,
09/27/2023,01/01/2020,09/23/2023,TX,Nacogdoches County,5,48,347,48347,Distribution of all-cause deaths (%),2942,438,0.772,0.178,,0.003,,0.044,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Nacogdoches County,5,48,347,48347,Distribution of COVID-19 deaths (%),2942,438,0.685,0.221,,,,0.084,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Nacogdoches County,5,48,347,48347,Distribution of population (%),2942,438,0.591,0.174,0.004,0.012,0,0.203,0.016,Micropolitan,
09/27/2023,01/01/2020,09/23/2023,TX,Navarro County,5,48,349,48349,Distribution of all-cause deaths (%),1863,210,0.765,0.136,,,0.006,0.088,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Navarro County,5,48,349,48349,Distribution of COVID-19 deaths (%),1863,210,0.667,0.171,,,,0.133,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Navarro County,5,48,349,48349,Distribution of population (%),1863,210,0.54,0.123,0.004,0.006,0.018,0.293,0.016,Micropolitan,
09/27/2023,01/01/2020,09/23/2023,TX,Nolan County,5,48,353,48353,Distribution of all-cause deaths (%),641,109,0.721,0.048,,,,0.229,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Nolan County,5,48,353,48353,Distribution of COVID-19 deaths (%),641,109,0.633,,,,,0.321,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Nolan County,5,48,353,48353,Distribution of population (%),641,109,0.536,0.043,0.005,0.007,0.001,0.393,0.015,Micropolitan,
09/27/2023,01/01/2020,09/23/2023,TX,Nueces County,3,48,355,48355,Distribution of all-cause deaths (%),16491,2095,0.453,0.033,0.001,0.007,,0.504,0.002,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Nueces County,3,48,355,48355,Distribution of COVID-19 deaths (%),16491,2095,0.312,0.019,,0.007,,0.66,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Nueces County,3,48,355,48355,Distribution of population (%),16491,2095,0.283,0.034,0.003,0.021,0.001,0.649,0.009,Medium metro,
09/27/2023,01/01/2020,09/23/2023,TX,Palo Pinto County,5,48,363,48363,Distribution of all-cause deaths (%),1216,132,0.886,0.025,,,,0.077,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Palo Pinto County,5,48,363,48363,Distribution of COVID-19 deaths (%),1216,132,0.841,,,,,0.136,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Palo Pinto County,5,48,363,48363,Distribution of population (%),1216,132,0.745,0.023,0.006,0.009,0.001,0.203,0.013,Micropolitan,
09/27/2023,01/01/2020,09/23/2023,TX,Parker County,2,48,367,48367,Distribution of all-cause deaths (%),4336,338,0.946,0.01,,,,0.039,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Parker County,2,48,367,48367,Distribution of COVID-19 deaths (%),4336,338,0.941,,,,,0.053,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Parker County,2,48,367,48367,Distribution of population (%),4336,338,0.82,0.015,0.007,0.007,0.001,0.135,0.016,Large fringe metro,
09/27/2023,01/01/2020,09/23/2023,TX,Polk County,6,48,373,48373,Distribution of all-cause deaths (%),2209,146,0.882,0.068,0.009,,,0.04,,Noncore,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Polk County,6,48,373,48373,Distribution of COVID-19 deaths (%),2209,146,0.849,0.068,,,,,,Noncore,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Polk County,6,48,373,48373,Distribution of population (%),2209,146,0.714,0.093,0.017,0.007,0.001,0.154,0.014,Noncore,
09/27/2023,01/01/2020,09/23/2023,TX,Potter County,3,48,375,48375,Distribution of all-cause deaths (%),9969,1706,0.742,0.058,0.003,0.015,,0.177,0.004,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Potter County,3,48,375,48375,Distribution of COVID-19 deaths (%),9969,1706,0.641,0.05,,0.021,,0.28,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Potter County,3,48,375,48375,Distribution of population (%),9969,1706,0.429,0.101,0.005,0.05,0.001,0.397,0.016,Medium metro,
09/27/2023,01/01/2020,09/23/2023,TX,Randall County,3,48,381,48381,Distribution of all-cause deaths (%),2910,142,0.889,0.02,0.003,0.007,,0.079,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Randall County,3,48,381,48381,Distribution of COVID-19 deaths (%),2910,142,0.824,,,,,0.162,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Randall County,3,48,381,48381,Distribution of population (%),2910,142,0.691,0.033,0.005,0.018,0,0.237,0.016,Medium metro,
09/27/2023,01/01/2020,09/23/2023,TX,Rockwall County,2,48,397,48397,Distribution of all-cause deaths (%),3683,510,0.804,0.086,,0.018,,0.087,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Rockwall County,2,48,397,48397,Distribution of COVID-19 deaths (%),3683,510,0.702,0.086,,0.027,,0.171,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Rockwall County,2,48,397,48397,Distribution of population (%),3683,510,0.676,0.077,0.005,0.032,0.001,0.191,0.018,Large fringe metro,
09/27/2023,01/01/2020,09/23/2023,TX,Rusk County,4,48,401,48401,Distribution of all-cause deaths (%),1634,107,0.801,0.16,,,,0.036,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Rusk County,4,48,401,48401,Distribution of COVID-19 deaths (%),1634,107,0.776,0.168,,,,,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Rusk County,4,48,401,48401,Distribution of population (%),1634,107,0.627,0.17,0.005,0.006,0,0.178,0.014,Small metro,
09/27/2023,01/01/2020,09/23/2023,TX,Smith County,4,48,423,48423,Distribution of all-cause deaths (%),16845,2511,0.805,0.145,0.002,0.004,,0.044,0.001,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Smith County,4,48,423,48423,Distribution of COVID-19 deaths (%),16845,2511,0.753,0.148,,0.004,,0.091,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,TX,Smith County,4,48,423,48423,Distribution of population (%),16845,2511,0.589,0.173,0.003,0.016,0.001,0.202,0.015,Small metro,
09/27/2023,01/01/2020,09/23/2023,TX,Starr County,5,48,427,48427,Distribution of all-cause deaths (%),1180,126,0.022,,,,,0.975,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
